>Name
Human runnie v2 chr11 HG00733 5Mb with UNIFORM priors and 1 pseudocounts 10-5-2019

>AT prior
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

>GC prior
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

>A likelihood
-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059,-1.707570195198059
-7.390219688415527,-0.023654218763113022,-1.3992531299591064,-2.0460989475250244,-2.605529308319092,-3.0630524158477783,-3.508936643600464,-3.8239471912384033,-4.051046848297119,-4.242281913757324,-4.4082536697387695,-4.5524678230285645,-4.67788028717041,-4.790842533111572,-4.896413326263428,-4.997500896453857,-5.093924522399902,-5.1835832595825195,-5.266169548034668,-5.342606544494629,-5.413811683654785,-5.480547904968262,-5.543429374694824,-5.602926731109619,-5.659389019012451,-5.713131904602051,-5.764407634735107,-5.8134284019470215,-5.86038875579834,-5.905457496643066,-5.948766708374023,-5.990441799163818,-6.030586242675781,-6.069295883178711,-6.106658935546875,-6.142750263214111,-6.177643299102783,-6.211400508880615,-6.244081020355225,-6.275726318359375,-6.3063859939575195,-6.3361029624938965,-6.3649139404296875,-6.392856597900391,-6.419968128204346,-6.446269989013672,-6.471798419952393,-6.496584415435791,-6.520650386810303,-6.54401969909668,-6.566714286804199
-6.838782787322998,-1.0096136331558228,-0.07590088993310928,-1.280762791633606,-2.1567203998565674,-2.6707472801208496,-3.22859263420105,-3.705738067626953,-4.059203147888184,-4.3252692222595215,-4.531423568725586,-4.70047664642334,-4.847622394561768,-4.976345062255859,-5.096365928649902,-5.21339225769043,-5.329398155212402,-5.439327716827393,-5.538968563079834,-5.627761363983154,-5.70635986328125,-5.77614164352417,-5.838779926300049,-5.895754814147949,-5.948169231414795,-5.9967803955078125,-6.042105197906494,-6.084503650665283,-6.12424373626709,-6.1615400314331055,-6.196579456329346,-6.2295241355896,-6.260521411895752,-6.289703845977783,-6.317192554473877,-6.343099117279053,-6.36752462387085,-6.39056396484375,-6.412304878234863,-6.432826042175293,-6.45220422744751,-6.470508098602295,-6.4878034591674805,-6.504150390625,-6.5196051597595215,-6.534221172332764,-6.54804801940918,-6.561132431030273,-6.573517799377441,-6.585244655609131,-6.596351623535156
-6.426620006561279,-1.2904387712478638,-1.0060679912567139,-0.12371192872524261,-1.0846208333969116,-1.9293538331985474,-2.584420919418335,-3.1432392597198486,-3.575369358062744,-3.901394844055176,-4.158045768737793,-4.366843223571777,-4.53933048248291,-4.6888322830200195,-4.82508659362793,-4.947559833526611,-5.057253837585449,-5.15610933303833,-5.246294021606445,-5.329336643218994,-5.405636787414551,-5.475408554077148,-5.539089679718018,-5.597235679626465,-5.650402069091797,-5.6990966796875,-5.743776321411133,-5.784857273101807,-5.822724342346191,-5.857725620269775,-5.890168190002441,-5.920316219329834,-5.948393821716309,-5.974591255187988,-5.999072074890137,-6.021976470947266,-6.043426036834717,-6.063528537750244,-6.08237886428833,-6.100065231323242,-6.116665363311768,-6.132251739501953,-6.146892070770264,-6.160647392272949,-6.173576831817627,-6.185733795166016,-6.197169303894043,-6.207929611206055,-6.21806001663208,-6.227601051330566,-6.236591815948486
